id,type,path,recorded_by,date,notes
c04548a5-a038-450f-93f8-b34b75ba5888,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/c04548a5-a038-450f-93f8-b34b75ba5888.wav,,,
6648a152-af33-41ec-8f34-2310614a1124,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/6648a152-af33-41ec-8f34-2310614a1124.wav,,,
d4781684-ae11-4717-a31d-869db5652729,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/d4781684-ae11-4717-a31d-869db5652729.wav,,,
2a3a0662-2632-42b4-a9a4-ba6e0555d619,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/2a3a0662-2632-42b4-a9a4-ba6e0555d619.wav,,,
f852c7fe-df39-4e13-abc3-c8a9458f5f6f,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/f852c7fe-df39-4e13-abc3-c8a9458f5f6f.wav,,,
7d26b74c-9ebd-4c6c-b4e5-d3de333b4a6a,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/7d26b74c-9ebd-4c6c-b4e5-d3de333b4a6a.wav,,,
c5af416a-5a5c-42fa-a209-ecf562e4726c,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/c5af416a-5a5c-42fa-a209-ecf562e4726c.wav,,,
526ee84d-0887-4ace-97dd-c809f1fffe64,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/526ee84d-0887-4ace-97dd-c809f1fffe64.wav,,,
67da2285-71d0-46e5-bc13-0b5870f239eb,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/67da2285-71d0-46e5-bc13-0b5870f239eb.wav,,,
8b759c5b-21c6-498e-ba97-146df7e3ccd0,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/8b759c5b-21c6-498e-ba97-146df7e3ccd0.wav,,,
6b385cba-6f83-481d-87bc-3209b6a16234,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/6b385cba-6f83-481d-87bc-3209b6a16234.wav,,,
3b80a111-0de3-458e-85b2-67ac06e0ec9d,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/3b80a111-0de3-458e-85b2-67ac06e0ec9d.wav,,,
301e9b1f-696a-40fc-8846-a48a59821b8c,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/301e9b1f-696a-40fc-8846-a48a59821b8c.wav,,,
08f1c870-d4aa-4a31-9c5b-f5b9d60eccc6,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/08f1c870-d4aa-4a31-9c5b-f5b9d60eccc6.wav,,,
a841a777-68fa-4426-9a66-a0998cd3080a,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/a841a777-68fa-4426-9a66-a0998cd3080a.wav,,,
5d7b74b3-b9b2-4596-838a-789c423b4bef,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/5d7b74b3-b9b2-4596-838a-789c423b4bef.wav,,,
80a0dec2-8eea-4c59-a4c9-5d3b858c7188,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/80a0dec2-8eea-4c59-a4c9-5d3b858c7188.wav,,,
3fa27181-7a52-4261-961e-22dff1832cff,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/3fa27181-7a52-4261-961e-22dff1832cff.wav,,,
b2aba8f1-6108-4b5d-911e-e3ff352facee,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/b2aba8f1-6108-4b5d-911e-e3ff352facee.wav,,,
360bb476-4186-4e7d-acda-ea932b59fb70,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/360bb476-4186-4e7d-acda-ea932b59fb70.wav,,,
29a4b389-af0f-4871-aa81-1540440a53e2,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/29a4b389-af0f-4871-aa81-1540440a53e2.wav,,,
f74f2f41-6588-4c53-b73d-7552f94d24e2,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/f74f2f41-6588-4c53-b73d-7552f94d24e2.wav,,,
b5a42532-8162-4ccf-b412-ee96e06c23c2,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/b5a42532-8162-4ccf-b412-ee96e06c23c2.wav,,,
a69d9a2d-33c8-4559-ba51-b159c2946f5e,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/a69d9a2d-33c8-4559-ba51-b159c2946f5e.wav,,,
00ff8d4e-af63-443f-a8ef-30d6afc3b7c0,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/00ff8d4e-af63-443f-a8ef-30d6afc3b7c0.wav,,,
19503aa3-3394-49ad-a51b-7ac2c694a5a0,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/19503aa3-3394-49ad-a51b-7ac2c694a5a0.wav,,,
e4b7ab94-8be4-44ae-b088-e628e95450d6,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/e4b7ab94-8be4-44ae-b088-e628e95450d6.wav,,,
b4bd4344-3952-460b-b161-c5761185fb47,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/b4bd4344-3952-460b-b161-c5761185fb47.wav,,,
1ca5ea6c-7247-4a65-8c9b-39e8e003c845,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/1ca5ea6c-7247-4a65-8c9b-39e8e003c845.wav,,,
4027008c-ee6e-429b-ac13-b8b25885d0fb,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/4027008c-ee6e-429b-ac13-b8b25885d0fb.wav,,,
39c56e77-358a-4250-bab3-5faf67c8b0ce,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/39c56e77-358a-4250-bab3-5faf67c8b0ce.wav,,,
fbc66add-7f23-4cee-a531-d75af03b2d03,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/fbc66add-7f23-4cee-a531-d75af03b2d03.wav,,,
4888d994-28b7-4b09-b761-6424b7902317,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/4888d994-28b7-4b09-b761-6424b7902317.wav,,,
f9dd2760-8fe7-43cd-a035-d86d86d34735,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/f9dd2760-8fe7-43cd-a035-d86d86d34735.wav,,,
3f0c2c13-a143-4df5-9350-b426f9f4508f,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/3f0c2c13-a143-4df5-9350-b426f9f4508f.wav,,,
d2e14d67-641f-4f4b-bff2-c9311bb71bef,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/d2e14d67-641f-4f4b-bff2-c9311bb71bef.wav,,,
cf62aaae-da3e-4cef-9643-d1247e7ac099,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/cf62aaae-da3e-4cef-9643-d1247e7ac099.wav,,,
d6d68c1a-3acb-4191-88de-97be306eeb30,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/d6d68c1a-3acb-4191-88de-97be306eeb30.wav,,,
73b218e5-f823-4b2d-915a-9f7b05cd7aa6,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/73b218e5-f823-4b2d-915a-9f7b05cd7aa6.wav,,,
99602890-0ee5-4dc5-89f7-660397007adc,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/99602890-0ee5-4dc5-89f7-660397007adc.wav,,,
fbb0cd5b-36e8-40bf-a7b5-67546b63ce2b,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/fbb0cd5b-36e8-40bf-a7b5-67546b63ce2b.wav,,,
5311a93e-d689-41d9-b5ed-5d2c932e919f,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/5311a93e-d689-41d9-b5ed-5d2c932e919f.wav,,,
e8118425-e705-4487-98d0-6c6d3853e018,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/e8118425-e705-4487-98d0-6c6d3853e018.wav,,,
f1d96bee-ad81-47fe-a32a-6624199f106b,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/f1d96bee-ad81-47fe-a32a-6624199f106b.wav,,,
b5ca61f7-23b4-4de8-a166-420755895bf3,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/b5ca61f7-23b4-4de8-a166-420755895bf3.wav,,,
42a2ad3f-fa4f-417b-b8b9-aba75e6c6875,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/42a2ad3f-fa4f-417b-b8b9-aba75e6c6875.wav,,,
845f6556-eea6-4655-9d18-6e3ef96ae680,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/845f6556-eea6-4655-9d18-6e3ef96ae680.wav,,,
3215e294-a3a5-4875-904e-d257c5e55302,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/3215e294-a3a5-4875-904e-d257c5e55302.wav,,,
c7067377-3a7a-4e9c-95b8-7f457bb3af77,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/c7067377-3a7a-4e9c-95b8-7f457bb3af77.wav,,,
31551a5c-b705-43c2-8cd4-66cd7b03ec58,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/31551a5c-b705-43c2-8cd4-66cd7b03ec58.wav,,,
a0509411-5904-477a-97b7-e1dd145420d9,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/a0509411-5904-477a-97b7-e1dd145420d9.wav,,,
50c0b0bb-6598-4b2e-bfe5-256c2bad7c19,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/50c0b0bb-6598-4b2e-bfe5-256c2bad7c19.wav,,,
48304389-ec4f-473a-83fe-56bd74ded1dd,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/48304389-ec4f-473a-83fe-56bd74ded1dd.wav,,,
fe197394-907f-40f1-9ad3-5732ed330040,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/fe197394-907f-40f1-9ad3-5732ed330040.wav,,,
eb6be23e-4541-4502-88c1-f79c326caa2f,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/eb6be23e-4541-4502-88c1-f79c326caa2f.wav,,,
efe13bc6-2da2-4782-8c88-7ea011ef5ec8,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/efe13bc6-2da2-4782-8c88-7ea011ef5ec8.wav,,,
1f9b6036-d81d-49d3-b8ab-67a10c3ecc72,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/1f9b6036-d81d-49d3-b8ab-67a10c3ecc72.wav,,,
eed90bec-0134-4828-a758-201ac0d51395,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/eed90bec-0134-4828-a758-201ac0d51395.wav,,,
8e8e2c61-4c3d-42f8-a5b3-7e197baf2d21,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/8e8e2c61-4c3d-42f8-a5b3-7e197baf2d21.wav,,,
ebb32c6b-8158-4551-a913-90aeda8caa40,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/ebb32c6b-8158-4551-a913-90aeda8caa40.wav,,,
fe2d2725-c10b-422a-8bea-cd9788e1bb1a,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/fe2d2725-c10b-422a-8bea-cd9788e1bb1a.wav,,,
2d8579f9-a195-460a-94b3-2fa04af92e86,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/2d8579f9-a195-460a-94b3-2fa04af92e86.wav,,,
9b36bbe8-2dbd-4a41-b9f7-3a10e1007c7e,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/9b36bbe8-2dbd-4a41-b9f7-3a10e1007c7e.wav,,,
aeac9d12-ae5d-43b1-8186-d612570086c4,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/aeac9d12-ae5d-43b1-8186-d612570086c4.wav,,,
eab070a8-e3cc-4a73-92d7-3b8163895f3e,word,c:/Users/94772/Desktop/Adaptive Audio-Based Therapeutic System for Post-Linguistic Hearing Loss Enhancing Emergency and Noisy-Environment Speech Comprehension-Test1/EarDisableResearch/Models/Data/audio/words/eab070a8-e3cc-4a73-92d7-3b8163895f3e.wav,,,
